Name,BSE Code,NSE Code,Industry,Current Price,Net worth,Market Capitalization,Debt,EVEBITDA,Price to Earning,Dividend yield,Dividend last year,Sales latest quarter,Operating profit latest quarter,Other income latest quarter,EBIDT latest quarter,Depreciation latest quarter,Interest latest quarter,Profit before tax latest quarter,Tax latest quarter,Extraordinary items latest quarter,Net Profit latest quarter,GPM latest quarter,OPM latest quarter,Sales preceding quarter,Operating profit preceding quarter,Other income preceding quarter,EBIDT preceding quarter,Depreciation preceding quarter,Interest preceding quarter,Profit before tax preceding quarter,Tax preceding quarter,Profit after tax preceding quarter,Extraordinary items preceding quarter,Net Profit preceding quarter,OPM preceding quarter,Sales preceding year quarter,Operating profit preceding year quarter,Other income preceding year quarter,EBIDT preceding year quarter,Depreciation preceding year quarter,Interest preceding year quarter,Profit before tax preceding year quarter,Tax preceding year quarter,Profit after tax preceding year quarter,Extraordinary items preceding year quarter,Net Profit preceding year quarter,OPM preceding year quarter,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,Interest last year,Profit before tax last year,Tax last year,Profit after tax last year,Extraordinary items last year,Net Profit last year
Mangalam Global,,MGEL,Solvent Extraction,17.80,124.37,256.64,233.12,10.33,14.85,0.11,0.28,440.40,4.29,5.56,9.85,0.93,6.77,2.15,1.20,0.00,0.95,3.86,0.97,323.96,9.54,2.43,11.97,0.97,6.55,4.45,-0.14,4.59,0.00,4.59,2.94,221.13,-1.02,10.47,9.45,0.74,3.27,5.44,1.02,4.42,0.00,4.42,-0.46,1423.76,29.20,4.69,34.32,3.12,14.70,16.07,3.37,13.04,-0.43,12.70
Mangalam Industr,537800,,Finance & Investments,4.36,28.47,419.28,0.00,-93.91,,0.00,0.00,0.65,-0.71,0.00,-0.71,0.01,0.00,-0.72,-0.13,0.00,-0.59,100.00,-109.23,1.29,0.99,0.00,0.99,0.01,0.00,0.98,0.25,0.72,0.00,0.72,76.74,0.31,-0.48,0.00,-0.48,0.00,0.00,-0.48,0.00,-0.48,0.00,-0.48,-154.84,1.33,-4.76,0.00,-4.76,0.02,0.11,-4.89,0.12,-5.01,0.00,-5.01
Mangalam Organic,514418,MANORG,Chemicals,374.05,276.76,320.31,189.11,12.96,160.16,0.00,0.00,168.90,9.61,0.07,9.68,5.13,3.81,0.74,0.11,0.00,0.63,27.35,5.69,108.91,8.85,0.42,9.27,4.44,4.30,0.53,0.23,0.31,0.00,0.31,8.13,154.28,-21.91,0.03,-21.88,4.67,3.68,-30.23,-8.83,-21.40,0.00,-21.40,-14.20,492.53,-2.75,0.33,-2.41,17.54,13.79,-33.75,-6.54,-27.21,-0.01,-27.22
MANGALAM SEEDS,539275,,Miscellaneous,224.25,62.30,246.23,34.10,14.19,18.43,0.00,0.00,15.52,4.54,0.01,4.55,0.28,0.36,3.91,0.91,0.00,3.00,49.94,29.25,23.01,4.49,0.01,4.50,0.28,0.52,3.70,0.95,2.75,0.00,2.75,19.51,12.40,2.40,0.02,2.42,0.06,0.36,2.00,0.38,1.62,0.00,1.62,19.35,65.19,15.85,0.02,15.87,1.10,1.42,13.35,2.26,11.08,0.00,11.08
Mangalam World.,,MWL,Steel - Medium / Small,116.00,146.69,284.21,114.03,12.84,16.62,0.86,2.45,400.40,15.66,,,,,,,,7.54,,,363.88,13.09,,,,,,,,,9.55,,280.60,4.72,,,,,,,,,6.20,,644.12,18.15,4.95,19.58,4.65,3.10,15.35,-0.40,12.23,3.52,15.75
Mangalore Chem.,530011,MANGCHEFER,Fertilizers,121.80,902.18,1442.98,979.28,2.60,5.53,1.23,17.78,1410.41,141.48,10.45,151.93,17.49,28.19,106.25,38.54,0.00,67.71,30.61,10.03,958.03,116.30,7.37,123.67,17.21,30.34,76.12,26.84,49.29,0.00,49.29,12.14,283.39,-22.18,6.39,-15.79,12.76,20.93,-49.48,-17.29,-32.19,0.00,-32.19,-7.83,3641.52,314.65,25.43,345.30,59.68,104.38,176.02,41.37,138.65,-5.22,134.66
Mankind Pharma,543904,MANKIND,Pharmaceuticals - Indian - Bulk Drugs & Formln,1942.45,8670.65,77852.65,9.74,36.63,55.14,0.00,0.00,2453.35,635.19,58.12,693.31,77.04,4.31,611.96,139.07,0.00,472.88,68.76,25.89,2300.21,539.47,57.44,596.91,68.54,1.97,526.40,117.11,409.28,0.00,409.28,23.45,2257.55,522.34,69.15,591.49,66.04,8.19,517.26,97.03,420.23,0.00,420.23,23.14,8127.15,1697.87,162.78,1823.97,269.58,28.23,1562.84,314.58,1218.97,36.68,1248.26
Manoj Vaibhav,543995,MVGJL,Diamond Cutting / Jewellery,335.45,568.46,1641.52,474.00,12.37,22.93,0.00,0.00,619.22,42.09,1.00,43.09,2.02,11.28,29.79,7.62,0.00,22.16,12.06,6.80,508.90,37.34,1.31,38.65,2.01,10.79,25.85,6.61,19.24,0.00,19.24,7.34,555.87,39.44,0.93,40.37,2.23,10.92,27.22,6.82,20.41,0.00,20.41,7.10,2025.23,143.94,3.96,147.89,8.56,43.50,95.84,24.24,71.59,0.01,71.60
Manomay Tex Indi,540396,MANOMAY,Textiles - Products,163.55,121.13,296.30,219.94,12.42,23.86,0.00,0.00,133.41,10.30,0.07,10.37,3.02,3.97,3.38,0.69,0.00,2.69,34.28,7.72,140.40,7.94,0.19,8.13,2.57,3.44,2.12,-0.29,2.41,0.00,2.41,5.66,201.57,10.92,0.02,10.94,2.88,4.28,3.78,1.02,2.76,0.00,2.76,5.42,698.87,41.60,0.30,41.95,11.47,14.32,16.11,3.16,12.98,-0.05,12.95
Manorama Indust.,541974,MANORAMA,Food - Processing - Indian,1908.85,316.14,2264.87,248.18,30.85,60.69,0.10,2.38,117.73,18.49,2.10,20.59,3.28,5.10,12.21,3.61,0.00,8.61,54.79,15.71,111.56,18.64,3.19,21.83,2.99,2.38,16.46,4.91,11.55,0.00,11.55,16.71,80.71,12.14,0.95,13.09,2.63,2.07,8.39,2.54,5.85,0.00,5.85,15.04,350.80,56.45,6.12,62.49,10.85,8.66,43.06,13.29,29.73,0.08,29.78
Manugraph India,505324,MANUGRAPH,Engineering,24.25,99.14,73.55,10.51,-6.14,,0.00,0.00,35.10,-1.27,0.18,-1.09,0.32,0.64,-2.05,-0.01,0.00,-2.04,26.38,-3.62,13.02,-6.66,7.79,-5.57,0.36,0.76,0.01,0.08,-6.69,6.70,-0.07,-51.15,12.52,-2.71,1.56,-2.49,0.32,0.59,-2.06,0.30,-3.69,1.34,-2.36,-21.65,79.57,-14.90,8.42,-13.43,1.39,2.84,-10.71,0.31,-18.25,6.95,-11.03
Maral Overseas,521018,MARALOVER,Textiles - Cotton/Blended,74.15,124.75,307.84,431.80,19.54,,0.00,0.00,245.00,12.37,3.79,16.16,8.60,9.41,-1.85,0.44,0.00,-2.29,35.43,5.05,227.66,-2.33,3.34,1.01,8.24,7.73,-14.96,-0.54,-14.42,0.00,-14.42,-1.02,257.41,-5.36,4.73,-0.63,7.13,5.17,-12.93,-2.11,-10.82,0.00,-10.82,-2.08,1025.85,19.68,15.03,34.33,29.96,23.10,-18.35,-2.43,-16.31,0.38,-15.93
Marathon Nextgen,503101,MARATHON,Construction,429.45,863.10,2014.42,857.80,8.86,11.75,0.23,2.32,129.03,48.29,10.45,58.74,0.76,23.37,34.61,7.48,0.00,34.50,98.96,37.43,209.76,61.10,9.74,70.84,0.76,24.99,45.09,11.29,42.25,0.00,43.08,29.13,169.95,36.00,11.96,47.96,0.79,31.43,15.74,4.44,14.66,0.00,15.78,21.18,716.53,245.63,36.12,288.04,3.12,122.53,156.10,43.29,125.43,-6.29,123.69
Marco Cables,,MARCO,Cables - Power,54.00,15.61,100.97,37.58,14.79,43.15,0.00,0.00,20.70,3.93,,,,,,,,0.93,,,,,,,,,,,,,,,22.19,2.47,,,,,,,,,0.32,,56.28,8.96,0.81,9.13,0.48,5.53,3.76,0.96,2.34,0.64,2.81
Marico,531642,MARICO,Solvent Extraction,547.85,4216.00,70948.32,493.00,33.38,50.32,0.82,580.50,2476.00,497.00,38.00,535.00,39.00,20.00,476.00,116.00,0.00,360.00,50.48,20.07,2477.00,574.00,46.00,620.00,36.00,17.00,567.00,131.00,427.00,0.00,436.00,23.17,2496.00,433.00,19.00,452.00,37.00,15.00,400.00,93.00,301.00,0.00,307.00,17.35,9764.00,1810.00,144.00,1926.00,155.00,56.00,1743.00,421.00,1281.08,28.00,1322.00
Marine Electric.,,MARINE,Electric Equipment,92.80,195.83,1202.37,59.57,26.18,49.64,0.00,0.00,121.41,8.69,1.84,10.53,1.56,2.23,6.74,1.79,0.00,4.95,21.44,7.16,86.08,8.86,1.18,10.04,1.31,2.26,6.47,1.72,4.76,0.00,4.76,10.29,80.04,6.45,2.16,8.61,1.58,2.44,4.59,1.32,3.27,0.00,3.27,8.06,391.27,34.98,6.13,38.73,6.13,8.62,26.36,6.86,17.77,2.38,19.51
Marinetrans Indi,,MARINETRAN,Miscellaneous,39.35,16.04,50.08,5.62,19.89,32.73,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.22,2.58,0.10,2.68,0.05,0.55,2.08,0.56,1.53,0.00,1.53
