Name,BSE Code,NSE Code,Industry,Current Price,Net worth,Market Capitalization,,
Super Tannery,523842,,Leather / Leather Products,8.35,94.13,90.16,,523842
Abhinav Capital,532057,,Finance & Investments,130,67.67,90.02,,532057
Simm. Marshall,507998,,Fasteners,80.25,33.37,89.88,,507998
Ambani Organics,,AMBANIORG,Chemicals,130.5,32.04,89.51,,
Futuristic Solu,534063,,Finance & Investments,85.31,15.13,89.32,,534063
Ahasolar Technol,543941,,Trading,289.15,14.09,89.13,,543941
Medico Intercon.,539938,,Trading,88.79,42.98,88.79,,539938
Pentagon Rubber,,PENTAGON,Miscellaneous,115,24.95,88.66,,
Navkar Urban.,531494,,Construction,3.95,157.97,88.64,,531494
Micropro Softwar,,MICROPRO,Computers - Software - Medium / Small,61.85,16.48,88.44,,
ANG Lifesciences,540694,,Pharmaceuticals - Indian - Bulk Drugs & Formln,67.72,85.22,88.43,,540694
Peria Kara. Tea,,PKTEA,Tea,285,182.85,88.23,,
Virat Crane Inds,519457,,Food - Processing - Indian,43.03,57.58,87.87,,519457
Cubex Tubings,526027,CUBEXTUB,Mining / Minerals / Metals,60.65,67.17,87.85,,
Quadrant Tele.,511116,,Telecommunications - Service Provider,1.43,-2439.63,87.56,,511116
Secmark Consult.,543234,SECMARK,Computers - Software - Medium / Small,82.9,13.55,87.52,,
Dhruv Consultanc,541302,DHRUV,Miscellaneous,57.85,59.87,87.49,,
Shetron,526137,,Packaging,97.2,53.57,87.48,,526137
Auro Impex,,AUROIMPEX,Electrodes - Welding Equipment,71.5,30.93,87.23,,
Jeevan Scienti.,538837,,Miscellaneous,56.03,48.84,86.73,,538837
Reliable Data,,RELIABLE,Computers - Software - Medium / Small,84,46.8,86.69,,
Biofil Chemicals,524396,BIOFILCHEM,Pharmaceuticals - Indian - Formulations,53.4,17.67,86.62,,
BN Holdings,526125,,Trading,87.32,31.69,86.43,,526125
J Taparia Proj,538539,,Finance & Investments,53.3,30.43,86.35,,538539
Golden Tobacco,500151,GOLDENTOBC,Cigarettes,49.4,-205.26,86.21,,
Banas Finance,509053,,Finance & Investments,17.91,175.2,86.05,,509053
Bright Brothers,526731,,Plastics Products,151.3,68.67,85.94,,526731
HB Estate Devel.,532334,,Hotels,44.14,143.16,85.9,,532334
Vinny Overseas,543670,VINNY,Textiles - Processing,3.7,29.86,85.85,,
Bheema Cements,518017,,Cement - South India,26.26,76.67,85.63,,518017
Add-Shop E-Reta.,541865,,Trading,30.24,114.5,85.62,,541865
Dutron Polymers,517437,,Plastics Products,142.5,26.69,85.5,,517437
Golkunda Diamond,523676,,Diamond Cutting / Jewellery,122.7,46.42,85.4,,523676
Kesar Petroprod.,524174,,Chemicals,8.82,120.07,85.27,,524174
Kreon Finnancial,530139,,Finance & Investments,42.14,34.47,85.21,,530139
C P S Shapers,,CPS,Textiles - Products,405.25,1.75,85.1,,
Acme Resources,539391,,Finance & Investments,33.02,127.14,85,,539391
Pritika Engineer,,PRITIKA,Castings & Forgings,64.45,38.27,84.96,,
Sera Investments,512399,,Finance & Investments,16.9,25.85,84.5,,512399
Mukesh Babu Fin.,530341,,Finance & Investments,121.15,242.11,84.44,,530341
Madhav Copper,,MCL,Mining / Minerals / Metals,31.05,37.72,84.27,,
HEC Infra Proj.,,HECPROJECT,Engineering - Turnkey Services,83,30.82,84.14,,
Transgene Biotek,526139,,Healthcare,11.1,11.1,84.1,,526139
Tree House Edu.,533540,TREEHOUSE,Miscellaneous,19.75,206.98,84.06,,
Mono Pharmacare,,MONOPHARMA,Trading,47.5,22.24,83.93,,
Pharmaids Pharma,524572,,Pharmaceuticals - Indian - Formulations,38.85,20.62,83.47,,524572
Money Masters,535910,,Finance & Investments,82.8,12.6,83.11,,535910
K G Denim,500239,,Textiles - Cotton/Blended,32.31,31.89,82.84,,500239
Zenith Exports,512553,ZENITHEXPO,Leather / Leather Products,155.1,80.65,82.65,,
Rajeshwari Cans,543285,,Packaging,157,9.36,82.36,,543285
Cerebra Integr.,532413,CEREBRAINT,Computers - Hardware,6.85,235.92,82.31,,
Kanishk Steel,513456,,Steel - Medium / Small,28.89,98.63,82.17,,513456
Shreyas Interm.,526335,,Dyes And Pigments,11.55,14.72,81.84,,526335
Saboo Sodium,530461,,Food - Processing - Indian,19.47,46.91,81.72,,530461
G G Automotive,531399,,Engineering,103.2,24.51,81.7,,531399
Bengal Tea & Fab,532230,,Tea,90.65,115.89,81.64,,532230
Candour Techtex,522292,,Textile Machinery,48.14,28.3,81.53,,522292
Riba Textiles,531952,,Textiles - Products,84.47,85.21,81.52,,531952
Advance Meter.,534612,,Electric Equipment,50.73,101.74,81.47,,534612
Keynote Finan.,512597,KEYFINSERV,Finance & Investments,116.1,110.29,81.4,,
Mahickra Chem.,,MAHICKRA,Dyes And Pigments,100.05,32.98,81.26,,
Achyut Healthcar,543499,,Trading,57.85,10.12,81.09,,543499
Sam Industries,532005,,Construction,72.6,67.02,80.5,,532005
Inspire,,INSPIRE,Entertainment / Electronic Media Software,59,22.18,80.3,,
Nagreeka Exports,521109,NAGREEKEXP,Textiles - Cotton/Blended,65.55,114.5,80.23,,
Shekhawati Poly.,533301,SPYL,Textiles - Processing,1.55,-140.69,80.15,,
Srestha Finvest,539217,,Finance & Investments,1.38,111.75,80.04,,539217
Acknit Indus.,530043,,Textiles - Products,262.65,73.42,79.84,,530043
Tridhya Tech,,TRIDHYA,Computers - Software - Medium / Small,34.25,25.85,79.76,,
Maitreya,,MAITREYA,Healthcare,117.6,11.24,79.68,,
Modulex Const.,504273,,Construction,11.5,279.19,79.58,,504273
Shrenik,,SHRENIK,Trading,1.3,58.97,79.56,,
Retina Paints,543902,,Paints / Varnishes,57.05,17.73,79.53,,543902
ICDS,511194,ICDSLTD,Finance & Investments,62.3,27.3,79.51,,
Pramara Promotio,,PRAMARA,Trading,88,16.05,79.51,,
Chart.Logistics,531977,,Miscellaneous,8,44.27,79.47,,531977
Kaiser Corporat.,531780,,Printing & Stationery,15.09,7.01,79.4,,531780
Gorani Industrie,531608,,Domestic Appliances,148,11.97,79.37,,531608
SecUR Credential,543625,SECURCRED,Miscellaneous,19.2,49.36,79.35,,
Rishi Laser,526861,,Engineering,86.23,44.67,79.25,,526861
Hindustan Hardy,505893,,Auto Ancillaries,526.1,20.81,78.92,,505893
Promax Power,543375,,Engineering,63,23.74,78.75,,543375
Tera Software,533982,TERASOFT,Computers - Software - Medium / Small,62.85,109.1,78.67,,
Sheetal,,SHEETAL,Food - Processing - Indian,68.45,6.56,78.41,,
Morarjee Text.,532621,MORARJEE,Textiles - Products,21.4,-343.24,78.39,,
Nilachal Refract,502294,,Refractories / Intermediates,38.5,0.29,78.39,,502294
Dharni Capital,543753,,Finance & Investments,38.47,15.78,78.36,,543753
Ganesha Ecoverse,539041,,Trading,70.05,10.8,78.31,,539041
Lexus Granito,,LEXUS,Ceramics - Tiles / Sanitaryware,38.75,15.88,78.24,,
Agro Phos India,,AGROPHOS,Fertilizers,38.5,55.45,78.05,,
Aryaman Capital,538716,,Finance & Investments,65,38.33,77.85,,538716
Max Heights,534338,,Construction,49.86,29.09,77.83,,534338
We Win Ltd,543535,WEWIN,Computers - Software - Medium / Small,76.85,24.61,77.77,,
Shiva Mills,540961,SHIVAMILLS,Textiles - Spinning - Synthetic / Blended,90.4,97.25,77.7,,
AVSL Industries,,AVSL,Plastics Products,145.7,33.52,77.67,,
Cell Point,,CELLPOINT,Trading,41.55,67.08,77.63,,
Paras Petrofils,521246,PARASPETRO,Textiles - Manmade,2.35,21.38,77.57,,
Dhruva Cap.Serv.,531237,,Finance & Investments,190.35,10.6,77.31,,531237
Vaswani Industri,533576,VASWANI,Steel - Sponge Iron,25.55,116.26,77.08,,
AKG Exim,,AKG,Trading,24.2,49,76.9,,
Aro Granite Inds,513729,AROGRANITE,Miscellaneous,49.5,192.27,76.89,,
Shubhlaxmi Jewel,,SHUBHLAXMI,Trading,87.25,19.58,76.81,,
Krishna Vent.,504392,,Construction,71.06,11.73,76.75,,504392
Compuage Info.,532456,COMPINFO,Trading,8.9,173.65,76.74,,
Haryana Capfin,532855,,Finance & Investments,147.15,293.83,76.67,,532855
Sampann Utpadan,534598,SAMPANN,Miscellaneous,18.95,5.33,76.65,,
Nandani Creation,,JAIPURKURT,Textiles - Products,67,25.86,76.61,,
Sharp Chucks and,,SCML,Castings & Forgings,71.1,52.34,76.5,,
Moksh Ornaments,,MOKSH,Trading,14.25,54.33,76.47,,
Globesecure Tech,,GSTL,Computers - Software - Medium / Small,83.5,20.35,76.05,,
Banka Bioloo,,BANKA,Miscellaneous,69.95,38.98,75.87,,
ABC India,520123,,Miscellaneous,139.71,42.76,75.69,,520123
Mohite Industrie,532140,,Textiles - Cotton/Blended,37.62,110.5,75.62,,532140
Prismx Global,501314,,Trading,1.72,97.75,75.52,,501314
ATV Projects,500028,,Engineering,14.21,195.82,75.48,,500028
Orient Press,526325,ORIENTLTD,Packaging,75.7,67.75,75.39,,
Quest Softech,535719,,Electric Equipment,75.28,2.01,75.28,,535719
Tapi Fruit,,TAPIFRUIT,Food - Processing - Indian,180.3,11.54,75.18,,
Arvind & Company,,ACSAL,Shipping,61.85,3.17,75.07,,
Charter. Capital,511696,,Finance & Investments,248.9,155.87,74.92,,511696
Sambandam Spg.,521240,,Textiles - Cotton/Blended,175,97.12,74.55,,521240
Shree Pacetronix,527005,,Healthcare,206.4,11.2,74.29,,527005
Kanani Industrie,506184,KANANIIND,Diamond Cutting / Jewellery,7.5,63.56,74.2,,
Remi Edelstahl,513043,,Steel - Medium / Small,67.5,42.07,74.14,,513043
Dynavision,517238,,Miscellaneous,192.5,14.83,73.92,,517238
Rasandik Engg.,522207,,Auto Ancillaries,123.66,93.92,73.89,,522207
Auto Pins (I),531994,,Auto Ancillaries,129.3,7.87,73.79,,531994
Ushanti Colour,,UCL,Dyes And Pigments,68.9,45.4,73.73,,
Prit Nandy Comm.,532387,PNC,Entertainment / Electronic Media Software,50.85,73.03,73.66,,
Clara Industries,543435,,Plastics Products,177.7,37.11,73.48,,543435
Goblin India,542850,,Trading,53.1,38.54,73.37,,542850
HB Portfolio,532333,,Finance & Investments,68.08,258.36,73.29,,532333
Sintex Plastics,540653,SPTL,Plastics Products,1.15,-226.29,73.16,,
Diligent Indust.,531153,,Solvent Extraction,6.39,16.84,73.08,,531153
Nova Iron &Steel,513566,,Steel - Sponge Iron,20.2,-65.71,73,,513566
Emerald Finance,538882,,Finance & Investments,24.12,45.19,72.7,,538882
Divyashakti,526315,,Miscellaneous,70.75,122.75,72.66,,526315
Sambhaav Media,511630,SAMBHAAV,Entertainment / Electronic Media Software,3.8,80.62,72.44,,
Siti Networks,532795,SITINET,Entertainment / Electronic Media Software,0.85,-775.95,72.42,,
Auro Labs.,530233,,Pharmaceuticals - Indian - Bulk Drugs,115.95,37.01,72.24,,530233
Sri Havisha,531322,HAVISHA,Miscellaneous,2.4,32.68,72.2,,
Manugraph India,505324,MANUGRAPH,Engineering,23.8,99.14,72.15,,
Vistar Amar,538565,,Food - Processing - Indian,225.2,14.59,72.07,,538565
Apoorva Leasing,539545,,Finance & Investments,36,144.21,71.91,,539545
UR Sugar,539097,,Trading,13.69,17.6,71.88,,539097
Bombay Metrics,,BMETRICS,Trading,116.7,11.87,71.85,,
Poddar Housing,523628,PODDARHOUS,Construction,117.4,87.63,71.76,,
Gokak Textiles,532957,,Textiles - Cotton/Blended,110.2,-47.22,71.63,,532957
Envair Electrody,500246,,Engineering,154.15,8.42,71.52,,500246
Crop Life Scienc,,CLSL,Pesticides / Agrochemicals - Indian,41.7,64.24,71.48,,
Aerpace Indus,534733,,Trading,5.21,2.9,71.21,,534733
Godavari Drugs,530317,,Pharmaceuticals - Indian - Bulk Drugs,94.43,35.08,71.11,,530317
Gayatri BioOrga.,524564,,Miscellaneous,9,-34.79,70.91,,524564
Joindre Capital,531861,,Finance & Investments,51.18,73.99,70.83,,531861
Makers Labs.,506919,,Pharmaceuticals - Indian - Formulations,119.9,65.74,70.74,,506919
Munoth Capital,511200,,Finance & Investments,78.5,4.65,70.58,,511200
CIL Nova Petro.,533407,,Textiles - Manmade,26.02,85.82,70.52,,533407
Amrapali Inds.,526241,,Trading,13.69,30.96,70.38,,526241
Sir Shadi Lal,532879,,Sugar,134.05,272.63,70.38,,532879
WSFX Global,511147,,Finance & Investments,60.81,30.31,70.36,,511147
SM Auto Stamping,543065,,Auto Ancillaries,49.17,21.11,70.25,,543065
GTN Industries,500170,,Textiles - Cotton/Blended,40.03,93.17,70.22,,500170
G G Dandekar,505250,,Engineering,147.4,53.31,70.18,,505250
Metal Coatings,531810,,Steel - Medium / Small,95.27,37.97,69.83,,531810
Viaz Tyres,,VIAZ,Miscellaneous,57,32.23,69.83,,
Rainbow Foundat.,531694,,Construction,14.03,69.7,69.61,,531694
Saumya Cons,539218,,Finance & Investments,100.55,102.75,69.45,,539218
Universal Starch,524408,,Miscellaneous,165.05,63.3,69.32,,524408
Superior Indus.,519234,,Packaging,50,79.63,69.25,,519234
Optimus Finance,531254,,Finance & Investments,92.5,34.09,69.12,,531254
Net Avenue,,CBAZAAR,Trading,32.15,3.29,68.97,,
Modern Dairies,519287,,Food - Processing - Indian,29.54,-72.55,68.89,,519287
Bhatia Colour,543497,,Chemicals,56.24,60.64,68.8,,543497
Hariyana Ship,526931,,Miscellaneous,111.5,144.43,68.79,,526931
M M Rubber,509196,,Miscellaneous,110.4,19.74,68.79,,509196
Adhbhut Infra.,539189,,Construction,62.5,-6.23,68.75,,539189
Katare Spinning,502933,,Textiles - Cotton/Blended,241.05,119.3,68.7,,502933
Capfin India,539198,,Finance & Investments,238.5,3.11,68.32,,539198
SwarnsaritaJewel,526365,,Diamond Cutting / Jewellery,32.7,122.31,68.27,,526365
Ganga Forging,,GANGAFORGE,Castings & Forgings,6.15,13.6,68.24,,
Ansal Buildwell,523007,,Construction,92.13,112.17,67.99,,523007
Prec. Electronic,517258,,Telecommunications - Equipment,49.04,11.77,67.92,,517258
Rasi Electrodes,531233,,Electrodes - Welding Equipment,21.81,30.89,67.9,,531233
Porwal Auto Comp,532933,,Castings & Forgings,44.8,60.79,67.65,,532933
Shanthala,,SHANTHALA,Trading,101,1.09,67.65,,
Ashnoor Textile,507872,,Textiles - Products,52.92,60.56,67.45,,507872
Baba Arts,532380,,Entertainment / Electronic Media Software,12.82,23.82,67.3,,532380
Aarvee Denims,514274,AARVEEDEN,Textiles - Cotton/Blended,28.5,29.84,67.07,,
Gogia Capital,531600,,Finance & Investments,106,54.82,67.01,,531600
Vidli Restaurant,539659,,Hotels,61.42,13.7,66.48,,539659
VMS Industries,533427,,Trading,40.34,59.64,66.44,,533427
Ansal Housing,507828,,Construction,9.54,109.34,66.43,,507828
Dev Labtech,543848,,Diamond Cutting / Jewellery,80.25,20.19,66.38,,543848
Saptarishi Agro,519238,,Food - Processing - Indian,19.5,5.46,66.35,,519238
Pearl Green Club,543540,,Trading,280,32.43,66.29,,543540
ISL Consulting,511609,,Finance & Investments,27.52,14.39,66.05,,511609
Hemadri Cements,502133,,Cement - South India,98.22,26.17,65.52,,502133
Veeram Securit.,540252,,Trading,8.66,20.88,65.51,,540252
Malu Paper,532728,MALUPAPER,Paper,38.45,6.56,65.45,,
A K Spintex,539300,,Textiles - Processing,128.85,34.43,64.83,,539300
Colab Cloud,542866,,Finance & Investments,63.42,20.61,64.69,,542866
Soma Textiles,521034,SOMATEX,Trading,19.7,75.93,64.61,,
Sandu Pharma.,524703,,Pharmaceuticals - Indian - Formulations,66.79,40.26,64.53,,524703
IndiaNivesh,501700,,Finance & Investments,17.07,-33.83,64.44,,501700
Galactico Corpo.,542802,,Finance & Investments,4.32,30.72,64.37,,542802
Skyline Millars,505650,,Construction,16,25.15,64.36,,505650
Rex Pipes&Cables,,REXPIPES,Plastics Products,68.1,28.3,64.35,,
Emerald Leisures,507265,,Hotels,128.5,-72.38,64.33,,507265
Alacrity Sec.,535916,,Finance & Investments,30.5,32.17,64.29,,535916
NCl Res. & Finl.,530557,,Finance & Investments,0.6,111.84,64.22,,530557
VBC Ferro Alloys,513005,,Mining / Minerals / Metals,39.17,118.62,64.21,,513005
Jain Irrigat-DVR,570004,JISLDVREQS,Plastics Products,33.15,,64.14,,
Yash Chemex,539939,,Trading,62.54,29.38,64.06,,539939
Bang Overseas,532946,BANG,Trading,47.65,83.48,64,,
Swasti Vinayaka,510245,,Textiles - Spinning - Synthetic / Blended,7.11,19.73,63.99,,510245
Inditrade Cap.,532745,,Finance & Investments,27.32,117.9,63.8,,532745
Simran Farms,519566,,Miscellaneous,168.1,34.43,63.71,,519566
Trident Texofab,540726,,Trading,62.97,15.8,63.41,,540726
Vista Pharma.,524711,,Pharmaceuticals - Indian - Formulations,16.3,38.58,63.28,,524711
Titan Intech,521005,,Computers - Software - Medium / Small,57.52,27.36,63.24,,521005
Phoenix Intl.,526481,,Leather / Leather Products,37.57,344.85,63.08,,526481
SVC Industries,524488,,Petrochemicals,3.85,270.64,62.79,,524488
Visco Trade,540097,,Finance & Investments,130.6,75.07,62.72,,540097
MSR India,508922,,Mining / Minerals / Metals,9.97,13.83,62.69,,508922
Service Care Ltd,,SERVICE,Miscellaneous,54.5,28.59,62.67,,
D & H India,517514,,Electrodes - Welding Equipment,76.45,40.13,62.6,,517514
Bonlon Industrie,543211,,Trading,44.05,77.46,62.47,,543211
Ceejay Finance,530789,,Finance & Investments,180.9,66.76,62.41,,530789
Dhampur.Spl.Sug.,531923,,Sugar,78.6,27.42,62.34,,531923
Escorp Asset Mgt,540455,,Finance & Investments,56.05,48.77,62.31,,540455
Maks Energy,,MAKS,Electric Equipment,89.8,16.26,62.27,,
Vasundhara Rasy.,538634,,Pharmaceuticals - Indian - Bulk Drugs & Formln,195.65,31.23,62.18,,538634
Shri Vasuprada,538092,,Tea,75.04,118.44,62.17,,538092
Saven Tech.,532404,,Computers - Software - Medium / Small,57.03,19.06,62.05,,532404
Real Eco-Energy,530053,,Construction,31,5.51,62,,530053
Sagar Diamonds,540715,,Diamond Cutting / Jewellery,49,110.08,61.96,,540715
Siddhika Coatins,,SIDDHIKA,Miscellaneous,200,26.84,61.79,,
Transwar.Fin.,532812,TFL,Finance & Investments,12.55,28.15,61.72,,
Mediaone Global,503685,,Entertainment / Electronic Media Software,41.75,-34.79,61.45,,503685
Arnold Holdings,537069,,Finance & Investments,20.42,61.07,61.42,,537069
Phosphate Co,542123,,Fertilizers,169.9,83.08,61.29,,542123
Galaxy Cloud,506186,,Food - Processing - Indian,13.59,-12.74,61.07,,506186
Banaras Beads,526849,BANARBEADS,Glass & Glass Products,92.15,54.37,61,,
Austin Engg Co,522005,,Bearings,175.05,58.84,60.92,,522005
Diligent Media,540789,DNAMEDIA,Entertainment / Electronic Media Software,5.2,-388.53,60.87,,
MPIL Corporation,500450,,Finance & Investments,1067.05,16.56,60.82,,500450
Uma Converter,,UMA,Packaging,30,70.5,60.82,,
Landmarc Leisur.,532275,,Entertainment / Electronic Media Software,0.76,25.76,60.8,,532275
Innovative Tech,523840,,Plastics Products,27.06,36.14,60.79,,523840
Naturite Agro,538926,,Food - Processing - Indian,114.6,10.14,60.69,,538926
PBM Polytex,514087,,Textiles - Cotton/Blended,88.2,120.74,60.67,,514087
ANI Integrated,,AISL,Miscellaneous,62.45,48.87,60.5,,
Alfa Transformer,517546,,Electric Equipment,65.98,21.68,60.38,,517546
Mefcom Capital,531176,,Finance & Investments,13.19,18.17,60.28,,531176
Vineet Laborator,543298,VINEETLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln,65.25,34.85,60.2,,
Ankit Met.Power,532870,ANKITMETAL,Steel - Sponge Iron,4.4,-1032.17,60.02,,
Gujarat Poly,517288,,Electronics - Components,70.1,8.19,59.93,,517288
Ashok Alco-Chem,524594,,Trading,130.2,43.26,59.9,,524594
Zodiac Vent.,503641,,Construction,16.05,10.44,59.85,,503641
Standard Surfact,526231,,Detergents / Intermediates,72.41,26.43,59.83,,526231
SPS Finquest,538402,,Finance & Investments,58.93,62.64,59.74,,538402
West Leisure,538382,,Finance & Investments,195.6,19.72,59.73,,538382
Containe Tech.,543606,,Auto Ancillaries,95.55,9.18,59.66,,543606
Shelter Pharma,543963,,Pharmaceuticals - Indian - Bulk Drugs,51.47,28.88,59.5,,543963
Pace E-Commerce,543637,,Trading,26.4,22.53,59.49,,543637
Gujarat Hotels,507960,,Hotels,156.85,41.59,59.45,,507960
Madhucon Project,531497,MADHUCON,Construction,7.9,-1815.67,59.4,,
Warren Tea,508494,,Tea,49.71,84.65,59.4,,508494
Burnpur Cement,532931,BURNPUR,Cement - North India,6.9,-390.38,59.34,,
Ultra Wiring,,UWCSL,Auto Ancillaries,114,18.69,59.32,,
Canopy Finance,539304,,Finance & Investments,55.76,12.09,59.06,,539304
Globalspace Tech,540654,,Computers - Software - Medium / Small,17.16,36.41,58.98,,540654
Rama Vision,523289,,Trading,56.55,25.63,58.96,,523289
Earthstahl &All.,543765,,Steel - Medium / Small,48.05,36.08,58.81,,543765
Kamadgiri Fash.,514322,,Textiles - Processing,99.95,35.81,58.67,,514322
Source Natural,531398,,Pharmaceuticals - Indian - Bulk Drugs & Formln,91.01,18.17,58.59,,531398
Precision Metal.,,PRECISION,Auto Ancillaries,36,49.88,58.53,,
Morarka Finance,511549,,Finance & Investments,129.85,233.35,58.43,,511549
Perfectpac,526435,,Packaging,87.59,33.36,58.33,,526435
Eiko Lifescience,540204,,Chemicals,56.42,35.45,58.29,,540204
Panyam Cement,500322,,Cement - South India,72.65,-138.6,58.28,,500322
Future Enterp.,523574,FEL,Trading,0.8,-262.57,58.24,,
Globe Textiles,,GLOBE,Textiles - Products,3.85,57.3,58.19,,
Krishanveer Forg,513369,,Castings & Forgings,53.18,36.69,58.18,,513369
H P Cotton Tex,502873,,Textiles - Cotton/Blended,148.25,17.43,58.14,,502873
RR Metalmakers,531667,,Trading,64.45,7.06,58.06,,531667
Tejnaksh Health.,539428,,Healthcare,28.58,21.61,58.06,,539428
Vivid Mercantile,542046,,Trading,57.9,31.91,58.05,,542046
Sky Industries,526479,,Textiles - Products,73.53,37.54,58.02,,526479
Medi Caps,523144,,Miscellaneous,46.34,119.86,57.79,,523144
Titan Securities,530045,,Finance & Investments,23.09,85.35,57.77,,530045
Balgopal Commer.,539834,,Trading,34.99,21.13,57.76,,539834
Mittal Life Styl,,MITTAL,Trading,1.95,31.89,57.71,,
Maagh Advertisin,543624,,Miscellaneous,175.88,10.02,57.69,,543624
Yasons Chemex,,YCCL,Dyes And Pigments,29.85,34.94,57.62,,
Chemtech Indust.,537326,,Trading,50.14,13.95,57.59,,537326
Seya Industries,524324,SEYAIND,Chemicals,21.6,831.09,57.29,,
Alfavision Overs,531156,,Miscellaneous,18.17,40.23,57.28,,531156
Akash InfraProj.,,AKASH,Construction,33.85,82.8,57.08,,
Sulabh Engineers,508969,,Finance & Investments,5.68,32.29,57.07,,508969
Royale Manor,526640,,Hotels,30.21,52.48,57.04,,526640
Committed Cargo,,COMMITTED,Miscellaneous,52.75,31.46,57.02,,
Destiny Logistic,,DESTINY,Construction,37.05,26.78,57.01,,
Power & Instrum.,543912,PIGL,Engineering - Turnkey Services,45.25,47.38,56.91,,
